Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageFinish,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,GarageArea,WoodDeckSF,ScreenPorch,MoSold,MSSubClass_30,MSSubClass_90,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_190,MSZoning_C..all.,MSZoning_RH,Alley_Grvl,Alley_Pave,LandContour_HLS,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_RRAe,Condition1_RRNn,Condition2_Feedr,Condition2_PosA,Condition2_PosN,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_2.5Fin,HouseStyle_2.5Unf,RoofStyle_Hip,RoofStyle_Mansard,RoofMatl_Membran,RoofMatl_WdShngl,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stucco,MasVnrType_BrkCmn,MasVnrType_BrkFace,Foundation_PConc,Foundation_Slab,Foundation_Wood,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_2Types,GarageType_Basment,GarageType_NoGarage,MiscFeature_TenC,SaleType_COD,SaleType_Con,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation
129 S MAPLE AVE,3,6,8,3,3,3,4,5,0,0,2,1,3,8,0,1,816,0,5890,0,538,0,816,432,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,1,3
1312 S 2ND ST,3,5,6,2,3,3,1,5,0,0,2,1,3,8,4,3,778,71,6900,0,403,125,740,924,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,53,3
229 S RUSSELL AVE,3,5,7,2,4,3,1,4,0,0,4,1,3,8,0,0,1200,58,8155,0,0,0,780,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,78,58,3
301 S RUSSELL AVE,3,4,4,2,2,3,1,3,0,0,2,1,3,7,0,0,672,61,8534,0,0,0,432,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,81,56,3
304 S RIVERSIDE DR,3,4,6,2,3,3,1,4,0,0,2,1,2,8,0,1,641,50,7030,0,0,0,641,272,184,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81,56,3
228 S RIVERSIDE DR,3,2,5,2,3,3,1,3,0,0,1,1,3,8,0,1,540,58,8154,0,480,0,480,200,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,60,3
210 S RIVERSIDE DR,2,6,5,2,3,3,1,3,0,0,2,1,3,8,4,1,1012,59,8263,0,0,0,1012,308,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,87,57,3
217 S HAZEL AVE,3,5,6,2,3,3,1,5,0,0,5,1,4,8,0,1,2168,50,8660,0,0,0,760,576,467,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109,16,3
1110 S 2ND ST,3,5,5,1,4,3,2,5,0,1,3,1,3,5,1,1,1656,75,6000,0,257,0,624,288,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,41,3
203 S MAPLE AVE,3,5,5,2,3,3,2,3,0,0,3,1,3,8,0,1,1192,60,6402,0,0,0,596,189,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89,59,3
212 S HAZEL AVE,3,6,5,2,3,3,2,2,0,0,2,1,3,8,0,1,1107,50,9140,0,308,0,629,625,0,200,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,89,35,3
210 S HAZEL AVE,3,5,5,2,3,3,1,3,0,1,4,1,3,8,0,1,1558,75,13710,0,420,0,910,282,289,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,57,3
328 S RUSSELL AVE,3,2,4,2,0,0,0,5,0,0,1,1,3,3,0,1,845,64,11067,0,0,0,0,256,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,57,3
307 S HAZEL AVE,3,5,7,2,3,3,1,3,0,0,2,1,3,8,0,2,912,60,7392,0,0,0,520,360,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,13,3
220 S MAPLE AVE,3,5,5,2,3,3,1,4,0,0,4,1,3,8,0,3,1955,75,9000,162,330,0,1151,356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,50,3
208 S MAPLE AVE,3,6,5,2,3,3,1,4,0,0,4,1,4,8,0,1,1638,75,9060,327,0,0,967,384,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,49,3
233 WASHINGTON AVE,3,4,7,2,1,2,1,5,0,0,2,1,3,8,0,1,1361,60,5280,0,0,0,173,185,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113,58,3
208 S WALNUT AVE,3,4,4,2,3,3,1,3,0,0,3,1,3,8,0,1,1317,50,8500,0,0,0,649,250,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,58,3
202 S WALNUT AVE,3,4,7,2,1,3,1,3,0,0,2,1,3,8,0,1,1049,52,5150,0,0,0,356,195,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,98,8,3
311 S WALNUT AVE,3,5,6,2,3,3,1,2,0,0,4,2,3,8,0,0,1991,75,8250,0,0,0,957,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,112,1,3
317 WASHINGTON AVE,3,4,6,2,3,3,1,2,0,0,2,1,3,8,0,1,572,60,10200,0,0,0,572,200,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84,59,3
320 S 2ND ST,3,5,9,3,3,3,1,5,0,0,2,1,4,8,0,1,1001,60,6060,0,737,0,837,216,154,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,0,3
212 WASHINGTON AVE,3,4,4,2,3,3,1,3,0,0,2,1,3,8,0,2,1128,60,7500,0,0,0,698,528,30,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,90,60,3
313 S 4TH ST,3,2,3,2,3,3,4,3,1,0,1,1,3,8,0,1,480,50,9000,0,50,0,480,308,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,57,56,3
315 S 4TH ST,3,5,6,1,3,3,2,3,0,0,4,2,3,6,0,0,1396,50,9000,0,0,0,660,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,55,55,3
119 CHERRY AVE,3,3,5,2,2,2,1,2,0,0,2,1,3,8,0,0,936,60,8520,0,0,0,216,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,90,56,3
130 CHERRY AVE,3,3,4,1,3,3,1,3,0,0,2,1,3,8,0,2,894,120,18000,0,0,0,894,1248,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73,58,3
116 CHERRY AVE,3,4,6,2,2,2,2,5,0,1,3,1,2,6,0,1,864,60,9000,0,0,0,592,216,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,58,3
433 ASPEN RIDGE RD,2,8,5,4,5,3,3,5,1,0,2,1,4,8,4,3,1652,64,5587,186,1480,0,1600,482,162,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,7
415 ASPEN RIDGE RD,2,8,5,3,4,3,3,5,1,0,2,1,4,8,4,3,1625,44,4750,481,1573,0,1573,538,123,153,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,7
1518 GOLDEN ASPEN DR,2,8,5,3,5,3,3,5,1,0,2,1,4,8,4,3,1646,44,3811,186,1373,0,1594,525,128,155,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,5,7
1516 GOLDEN ASPEN DR,2,7,5,3,5,3,3,5,1,0,2,1,5,8,4,3,1646,44,3811,174,1474,0,1594,482,128,155,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,7
1506 GOLDEN ASPEN DR,2,8,5,3,5,3,3,5,1,0,2,1,4,8,4,3,1646,44,3842,186,1564,0,1594,525,128,155,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,7
1504 GOLDEN ASPEN DR,2,8,5,3,5,3,3,5,1,0,2,1,4,8,4,3,1646,44,3842,174,1373,0,1594,482,128,155,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,7
821 CRYSTAL ST,2,6,6,2,4,3,3,3,0,0,3,1,2,8,3,3,1625,69,23580,0,776,0,1625,576,136,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,27,3
411 OPAL CIR 413,3,6,5,2,3,3,2,3,0,0,4,2,3,8,0,1,1664,65,8385,0,0,0,1664,616,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,28,28,3
431 OPAL CIR,3,6,6,2,4,3,4,3,1,0,2,1,4,8,1,2,1299,0,12150,0,1001,0,1001,486,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,28,28,3
418 OPAL CIR,3,6,6,2,4,3,4,5,1,0,2,1,3,8,3,2,912,0,7540,0,773,0,888,470,0,192,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,29,29,3
302 OPAL CIR,3,6,5,2,3,3,1,3,0,1,3,1,3,8,0,1,1080,71,9187,0,336,0,1084,484,120,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,24,3
328 CRYSTAL ST,3,7,5,3,5,3,2,5,1,0,3,1,4,8,0,3,2032,0,23730,668,700,0,1840,786,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,11,3
307 CRYSTAL ST,3,5,5,3,4,3,1,5,0,0,3,1,4,8,4,3,1392,80,10000,166,585,0,1441,650,168,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,3
303 RUBY CIR,3,7,5,3,4,3,1,5,1,1,1,1,4,8,4,2,1409,44,12864,0,1392,0,1409,576,0,145,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,3
322 TOPAZ CT,3,8,5,3,4,3,1,5,0,1,3,1,4,8,3,3,2052,75,10125,0,445,250,1107,642,210,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,3
304 TOPAZ CT,3,7,5,3,5,3,2,5,0,0,3,1,4,8,4,3,1710,43,12118,108,0,0,1710,550,100,180,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,3
305 TOPAZ CT,3,8,5,3,4,3,1,5,1,0,3,1,4,8,4,2,1689,0,13265,148,1218,0,1568,857,150,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3
603 CRYSTAL ST,3,8,5,3,4,3,1,5,1,1,3,1,4,8,3,1,1916,85,11050,0,615,0,1049,741,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,11,3
607 CRYSTAL ST,3,7,5,2,4,3,2,5,0,1,3,1,4,8,3,1,1820,0,11050,0,0,0,910,816,318,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,11,3
3001 SAPPHIRE CIR,3,8,5,3,5,3,1,5,0,0,3,1,4,8,0,2,1491,70,9116,0,0,0,1491,490,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,3
3012 SAPPHIRE CIR,3,6,5,2,5,3,1,5,1,1,3,1,4,8,3,3,1961,71,12209,0,690,0,804,560,125,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,3
619 CRYSTAL ST,3,6,6,2,3,3,4,5,1,0,2,1,3,8,3,1,926,75,9750,0,767,0,902,351,319,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,32,3
623 CRYSTAL ST,3,6,6,2,3,3,4,3,1,0,3,1,3,8,1,3,1118,76,9880,0,522,0,1096,358,203,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,31,31,3
627 CRYSTAL ST,3,6,7,2,4,3,4,3,1,1,2,1,3,8,2,2,1287,72,9360,0,841,116,957,541,302,120,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,32,3
727 CRYSTAL ST,3,6,7,2,3,3,1,3,0,0,3,1,4,8,2,1,1285,74,9620,0,679,0,1243,473,375,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33,33,3
622 CRYSTAL ST,3,6,6,2,3,3,1,3,0,0,3,1,3,8,2,1,1279,75,10125,0,641,279,1196,473,238,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,31,31,3
624 CRYSTAL ST,3,5,5,2,0,0,0,3,0,0,4,2,4,8,0,1,1734,75,10125,0,0,0,0,539,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,32,32,3
